temperature_c,ph,dissolved_oxygen_mg_l,salinity_ppt,ammonia_mg_l,feed_kg_day,shrimp_age_days,stocking_density_per_m2,high_risk
30.23,7.4,4.31,9.86,0.021,44.28,30,48.7,0
30.51,7.47,4.85,14.42,0.17,64.03,56,94.9,0
28.5,7.81,4.94,15.85,0.164,43.25,17,40.5,0
24.04,7.8,4.45,22.77,0.149,32.69,39,68.1,0
27.01,7.94,5.4,14.83,0.186,26.97,77,69.5,0
31.47,8.95,2.73,15.42,0.216,40.38,51,53.0,1
23.44,7.98,4.09,9.53,0.317,53.58,82,45.6,1
28.3,6.49,4.65,20.9,0.152,62.85,45,46.4,1
26.64,7.98,3.93,17.03,0.386,42.35,77,45.2,0
30.61,7.82,7.04,14.08,0.153,60.2,85,62.0,0
27.65,7.82,5.02,16.44,0.08,38.79,33,31.9,0
29.81,7.94,5.22,24.76,0.143,30.28,15,42.6,0
30.13,7.78,4.4,11.97,0.055,22.41,50,40.8,0
32.67,7.77,4.98,12.95,0.057,34.41,14,19.1,0
28.59,8.14,3.48,25.51,0.106,22.97,29,57.9,1
29.75,7.5,4.79,18.45,0.094,72.14,44,60.9,0
26.03,7.28,3.83,22.02,0.311,48.59,50,35.5,0
31.38,9.46,4.65,20.41,0.105,40.57,43,60.5,0
27.48,7.41,1.8,17.79,0.047,67.83,16,21.2,1
27.88,7.86,3.59,15.91,0.122,22.47,31,45.4,0
28.96,6.98,6.83,22.99,0.152,39.94,115,43.1,0
25.87,7.86,6.04,24.97,0.133,72.0,96,46.3,0
29.46,7.29,6.65,24.51,0.045,39.84,63,46.2,0
30.93,7.56,6.73,10.89,0.335,78.7,12,43.8,1
29.59,8.37,5.84,25.83,0.018,53.78,52,39.2,0
25.82,8.06,4.43,15.85,0.132,61.59,120,43.4,0
28.75,8.11,3.7,13.47,0.044,62.02,107,65.4,0
30.48,6.83,6.43,16.98,0.257,42.02,100,36.3,1
25.24,8.81,5.08,22.99,0.17,34.68,39,78.8,0
26.85,7.14,8.12,21.24,0.152,40.27,58,35.5,0
30.75,8.64,4.54,16.47,0.099,27.2,13,48.6,0
29.54,8.36,7.47,23.03,0.315,41.01,113,53.6,0
29.82,8.12,4.8,18.84,0.098,41.93,23,40.6,0
32.72,7.33,6.67,14.56,0.41,67.34,84,65.7,1
29.94,7.88,7.12,13.75,0.056,50.9,43,53.2,0
30.32,7.54,3.72,20.46,0.123,77.44,78,41.9,0
34.42,7.82,4.39,17.5,0.211,9.61,109,65.6,0
28.57,7.66,3.71,9.75,0.179,23.74,47,29.8,0
27.4,6.68,3.46,23.08,0.115,36.67,12,36.5,1
29.86,8.42,5.83,15.12,0.021,64.39,89,53.4,0
29.88,7.76,4.75,27.55,0.139,40.36,73,57.0,0
27.95,7.53,5.07,9.58,0.089,19.98,26,49.8,0
26.94,7.49,5.7,16.92,0.071,38.32,15,43.1,0
33.62,8.0,2.68,13.8,0.221,24.04,72,41.2,1
29.65,7.31,6.61,12.15,0.016,21.1,83,62.0,0
27.54,6.56,4.56,15.08,0.119,71.98,23,48.6,0
30.83,8.02,5.67,28.62,0.004,36.73,81,31.9,0
28.78,8.09,5.78,18.86,0.18,44.6,63,31.1,0
28.49,7.69,6.71,13.25,0.222,40.61,26,67.7,0
30.12,7.17,4.87,7.03,0.137,38.23,83,34.2,0
26.42,7.85,2.35,7.67,0.081,29.39,87,49.1,1
29.71,6.99,5.07,14.78,0.311,37.34,28,65.3,1
32.83,7.24,5.25,14.2,0.326,47.06,90,53.1,1
29.93,7.39,3.71,16.66,0.158,63.28,36,33.6,0
28.25,8.26,5.18,4.37,0.361,56.21,81,29.8,1
27.99,7.6,4.55,17.45,0.056,23.71,107,73.0,0
28.18,7.55,3.32,24.17,0.11,56.83,122,29.4,0
28.49,8.88,5.84,27.74,0.008,49.13,40,36.7,0
28.24,7.99,4.3,6.63,0.041,32.63,50,50.6,0
30.83,7.99,4.49,13.19,0.037,44.73,21,41.7,0
25.53,7.6,4.42,12.87,0.179,50.58,126,53.6,0
30.72,7.47,6.54,18.87,0.044,42.71,49,23.0,0
28.24,6.6,4.95,10.68,0.066,49.2,106,41.8,0
29.75,8.33,5.1,28.09,0.074,29.06,122,55.2,0
26.75,8.05,4.45,18.26,0.033,71.89,67,55.2,0
31.66,7.7,5.58,17.26,0.129,13.06,93,36.4,0
31.49,7.72,6.69,27.56,0.148,50.67,66,29.7,0
30.92,8.2,5.81,17.9,0.024,47.5,79,48.2,0
25.97,6.94,5.86,20.4,0.201,51.64,39,25.3,1
30.66,7.48,5.76,13.5,0.052,31.37,110,64.3,0
29.81,7.18,3.27,9.78,0.073,59.54,24,47.4,0
25.79,8.77,3.9,14.34,0.171,40.38,89,34.5,1
28.95,8.28,4.74,31.12,0.074,24.21,120,29.2,0
29.73,6.59,4.09,21.8,0.041,25.58,107,35.5,0
30.11,6.97,3.67,19.65,0.123,43.87,101,21.6,0
29.35,7.73,2.66,12.14,0.259,18.05,88,52.4,1
29.58,7.54,3.32,23.47,0.237,69.01,123,33.0,1
31.95,7.07,4.68,9.85,0.067,57.73,113,51.0,0
31.45,8.87,4.91,8.6,0.048,69.4,42,53.1,0
23.27,7.97,4.01,14.65,0.059,67.82,84,59.5,0
28.37,8.06,5.1,29.73,0.239,36.72,61,48.8,0
28.67,7.42,4.46,29.39,0.058,28.96,41,61.9,0
25.5,8.2,6.36,15.29,0.349,5.0,108,65.8,1
29.19,7.59,4.8,13.95,0.169,35.91,14,48.9,0
31.5,7.64,5.87,8.16,0.112,68.48,25,49.8,0
26.83,8.14,5.25,18.47,0.066,29.58,22,36.6,0
29.67,6.9,3.25,18.97,0.124,38.85,34,30.2,1
27.17,8.68,4.89,22.74,0.041,33.68,71,64.2,0
27.66,7.9,3.46,23.46,0.025,47.62,123,54.1,0
31.95,8.5,4.86,16.82,0.171,61.29,126,55.3,0
27.91,7.21,4.07,21.34,0.111,18.91,118,36.1,0
29.92,7.29,5.48,13.8,0.206,21.78,101,69.4,0
25.26,7.16,3.32,21.22,0.145,64.3,65,41.6,1
32.72,7.94,5.02,14.96,0.065,53.0,103,33.0,0
30.21,7.84,5.72,20.76,0.237,38.11,42,36.4,0
28.64,7.54,6.13,20.27,0.073,67.61,89,68.6,0
30.15,7.24,4.04,18.41,0.286,21.52,10,28.3,0
26.18,7.1,5.02,22.77,0.071,55.97,118,33.7,0
31.37,7.77,5.23,8.58,0.03,40.98,126,88.5,0
28.35,7.54,6.93,11.61,0.324,51.1,98,59.1,0
28.59,7.42,3.15,16.38,0.069,6.19,30,34.0,1
28.02,8.65,3.86,9.34,0.073,38.09,41,28.8,0
27.84,7.75,8.51,15.56,0.032,53.05,98,19.9,0
30.39,8.5,4.66,15.75,0.104,41.05,69,46.5,0
29.51,7.51,2.64,25.86,0.036,60.83,75,55.9,0
30.3,7.93,4.27,18.86,0.31,60.33,58,67.8,1
28.98,7.77,1.54,24.18,0.083,27.62,110,16.6,1
30.03,6.87,5.3,19.81,0.049,54.36,29,25.1,0
28.16,8.59,6.01,14.79,0.119,27.11,63,43.2,0
33.46,7.73,3.86,18.8,0.509,42.81,36,86.8,1
25.86,8.21,4.41,22.38,0.124,51.84,93,58.3,0
31.52,7.39,6.15,25.16,0.093,29.47,44,50.6,0
31.74,7.71,2.81,17.21,0.117,53.8,45,26.6,0
27.3,7.32,3.35,8.11,0.214,34.42,30,13.2,0
33.46,8.48,4.71,7.69,0.2,33.29,113,45.6,0
30.99,7.97,4.06,16.04,0.141,52.6,36,43.5,0
30.94,8.0,4.63,3.97,0.244,29.46,114,41.0,0
29.06,8.55,3.42,28.77,0.122,28.7,119,39.3,1
28.57,8.44,5.27,21.58,0.1,57.62,125,33.8,0
28.58,8.22,4.81,14.19,0.12,43.63,51,30.3,0
29.78,7.02,5.69,11.34,0.071,20.19,88,65.8,0
31.8,7.42,5.25,24.17,0.217,54.83,109,31.7,0
29.36,7.25,5.26,11.32,0.068,35.9,19,40.9,0
27.18,8.2,3.19,11.89,0.013,20.95,17,44.4,1
30.65,7.89,5.62,13.4,0.153,5.0,34,55.6,0
30.84,7.04,4.59,18.68,0.058,55.55,127,32.2,0
30.31,7.7,4.79,21.72,0.203,29.1,20,59.7,0
30.49,6.98,6.31,25.16,0.112,23.34,101,36.3,0
28.46,7.77,4.1,24.27,0.216,51.59,110,42.6,0
27.14,6.89,6.69,18.0,0.014,54.09,118,69.6,1
27.26,8.09,6.81,24.12,0.068,30.19,73,30.5,0
25.73,8.01,5.94,13.97,0.048,55.69,73,55.8,0
29.47,8.85,3.77,7.07,0.579,72.82,99,60.1,1
28.83,8.27,2.27,13.97,0.078,62.2,86,49.6,0
28.12,7.57,6.35,13.16,0.025,59.87,104,43.2,0
23.09,8.25,5.14,14.21,0.15,46.71,53,76.9,0
26.51,7.03,4.07,12.24,0.044,35.34,122,44.8,0
31.24,7.27,6.47,15.23,0.233,41.16,61,48.1,0
27.67,7.98,3.92,21.72,0.262,48.61,39,40.0,0
29.72,6.61,4.47,28.29,0.048,23.14,100,47.3,0
26.22,7.78,5.66,7.65,0.06,30.46,84,59.5,0
31.88,7.24,3.61,10.27,0.14,20.58,15,40.9,0
28.71,7.86,4.86,13.25,0.238,45.53,29,13.4,0
29.58,7.21,6.36,22.59,0.152,43.25,14,52.7,0
33.65,8.03,5.26,16.77,0.078,32.21,79,28.8,0
32.03,7.81,6.56,13.66,0.031,54.31,114,56.1,0
28.39,8.57,6.42,22.3,0.371,26.33,48,45.0,1
27.81,7.8,5.01,23.74,0.155,31.65,23,59.1,0
28.35,7.38,2.08,17.89,0.427,53.71,112,30.8,1
30.02,7.66,3.62,13.1,0.173,55.93,96,37.0,0
28.79,7.06,5.95,19.62,0.389,30.06,75,39.9,0
28.21,8.02,3.06,16.6,0.055,45.48,33,22.8,0
31.93,8.12,4.59,16.55,0.059,30.32,90,61.7,0
28.77,9.16,5.42,14.93,0.097,39.04,53,20.6,0
33.6,7.46,6.84,23.55,0.051,44.16,39,61.5,0
29.18,7.65,4.28,19.5,0.02,50.41,45,51.4,0
32.57,7.48,4.2,24.21,0.065,46.76,17,42.0,0
29.71,7.92,4.93,26.02,0.171,46.1,68,50.2,0
30.93,8.01,5.44,20.75,0.035,25.82,100,49.8,0
27.55,7.77,4.81,14.96,0.039,47.82,109,39.0,0
27.29,8.4,6.31,24.24,0.068,50.27,96,49.5,0
29.92,7.46,4.0,20.79,0.045,52.33,115,56.0,0
30.98,8.34,5.15,33.62,0.072,31.21,125,30.8,0
29.08,8.1,5.56,19.86,0.103,55.73,36,50.2,0
26.43,7.79,4.5,22.19,0.037,22.24,62,10.0,0
26.28,7.63,6.05,19.74,0.07,35.54,50,16.1,0
26.15,9.13,5.19,17.41,0.111,37.87,92,53.5,0
25.46,7.35,5.99,16.45,0.053,23.06,110,38.7,0
29.22,7.96,5.24,19.77,0.031,37.64,116,32.2,0
31.25,7.39,5.47,21.13,0.056,45.32,20,44.2,0
28.97,8.78,4.21,24.93,0.082,14.61,71,39.1,0
24.48,8.29,4.21,19.85,0.019,36.08,24,30.2,0
28.62,7.43,6.53,15.22,0.173,15.77,49,20.4,0
28.67,8.08,5.79,16.04,0.086,72.62,67,15.5,0
33.19,7.94,3.72,10.06,0.057,45.19,84,56.1,0
26.09,7.52,5.23,27.97,0.023,43.89,104,38.7,0
28.22,8.22,2.03,14.75,0.156,45.48,129,59.5,1
32.41,8.01,4.28,23.8,0.264,51.07,50,38.5,1
29.9,7.92,6.2,19.66,0.067,56.67,77,50.3,0
30.13,7.78,4.84,19.82,0.401,18.55,18,43.1,0
29.23,8.04,5.15,17.3,0.107,61.65,23,45.7,0
29.66,7.93,1.23,13.27,0.11,60.69,126,46.4,0
30.56,7.83,4.51,12.19,0.21,41.0,122,38.3,0
27.38,7.45,5.42,28.37,0.163,40.22,122,26.6,0
30.76,8.73,5.58,18.68,0.035,5.0,41,56.5,0
26.25,7.22,6.2,24.75,0.065,23.34,88,68.9,0
29.66,8.04,4.74,26.31,0.237,49.78,37,69.9,0
29.36,7.62,4.79,15.53,0.165,60.01,91,36.7,0
27.77,8.77,3.33,20.54,0.404,52.93,68,34.0,1
28.95,7.3,4.74,18.27,0.146,40.86,122,36.7,0
27.75,7.4,3.42,11.06,0.17,70.89,54,42.4,0
26.86,7.27,2.69,16.89,0.056,57.08,87,44.2,0
28.29,7.98,3.64,21.53,0.261,36.09,89,30.0,0
26.79,7.04,6.89,15.01,0.008,74.73,104,22.8,0
29.65,7.54,4.66,16.05,0.126,25.56,16,45.7,0
26.7,6.62,5.27,16.96,0.174,19.92,65,10.0,0
30.42,7.93,4.36,30.67,0.139,35.68,64,43.5,0
26.64,7.52,2.76,7.0,0.107,30.62,37,30.8,1
27.87,6.98,6.17,21.01,0.098,36.53,106,56.7,0
27.75,8.4,2.28,16.48,0.111,53.97,109,60.7,0
31.65,7.08,4.31,14.16,0.04,41.49,19,61.1,0
29.66,8.24,4.93,16.33,0.138,41.88,92,39.8,0
28.58,7.41,5.29,22.0,0.057,42.88,113,28.0,0
30.0,8.68,4.09,22.35,0.067,7.32,44,32.8,0
24.79,8.21,2.7,19.12,0.036,19.27,85,49.3,1
28.91,7.25,4.0,24.56,0.666,36.22,84,20.3,0
33.0,7.3,4.06,25.61,0.131,29.36,12,65.9,0
29.26,8.13,4.03,22.9,0.028,38.52,107,40.0,0
29.14,7.66,6.21,14.72,0.12,63.06,100,52.5,0
30.1,7.71,3.48,20.97,0.259,40.88,42,18.3,1
30.79,8.5,5.38,21.0,0.137,22.17,47,31.1,0
25.01,7.39,5.2,13.11,0.105,30.1,102,16.4,0
25.64,7.85,6.2,8.58,0.052,67.66,106,60.3,0
29.42,8.33,4.83,5.86,0.137,64.99,18,42.6,0
27.57,8.25,5.99,18.42,0.194,50.94,53,53.6,0
31.62,7.71,4.78,19.79,0.196,18.56,84,46.0,0
28.37,7.64,5.54,10.91,0.127,46.6,25,52.0,0
25.13,6.84,3.12,24.28,0.127,47.76,129,39.9,1
26.46,7.22,1.7,18.91,0.29,42.38,35,41.9,1
23.5,7.98,5.47,26.1,0.268,33.45,113,43.6,1
28.53,7.72,5.54,20.22,0.093,36.56,17,51.1,0
28.62,7.84,5.59,11.6,0.38,32.4,115,51.5,0
28.15,8.37,4.34,20.75,0.029,24.82,14,87.2,0
31.16,7.15,6.86,22.02,0.132,62.49,91,70.2,0
31.4,7.67,4.43,14.71,0.142,55.23,53,18.3,0
28.66,7.9,5.53,9.35,0.05,37.73,65,42.9,0
24.73,7.41,5.74,18.6,0.022,47.28,23,38.9,0
30.23,8.59,7.15,11.99,0.051,47.85,91,64.2,0
30.11,8.3,4.6,24.73,0.224,77.14,84,40.3,0
29.62,7.96,4.18,15.56,0.229,55.09,48,52.0,0
30.96,8.79,3.13,28.35,0.187,54.52,66,10.0,1
26.67,6.98,6.94,5.26,0.058,42.57,76,22.3,0
33.02,7.8,5.53,18.81,0.231,35.48,92,76.4,1
27.08,8.0,5.57,26.58,0.062,62.74,74,45.8,0
30.5,7.3,8.9,12.66,0.138,51.78,17,30.0,0
25.63,7.97,5.41,17.04,0.111,29.56,75,48.6,0
27.14,7.19,3.37,15.58,0.079,48.81,51,29.2,1
32.03,8.18,4.76,13.9,0.18,54.56,59,40.7,0
28.48,8.38,3.78,19.47,0.207,10.56,54,23.2,0
30.68,7.95,4.51,10.23,0.055,28.16,52,33.2,0
29.47,6.78,4.5,17.33,0.116,47.44,38,38.8,0
28.79,7.27,4.27,21.1,0.199,13.13,49,61.8,0
31.73,8.11,3.26,16.71,0.003,15.51,95,52.0,0
28.53,7.81,6.99,12.0,0.153,37.94,36,54.6,0
25.44,6.32,5.37,24.18,0.202,49.37,101,44.6,1
27.39,8.48,4.72,22.38,0.158,50.07,62,57.3,0
30.1,7.88,5.95,11.75,0.164,65.74,83,31.9,0
29.79,7.35,5.59,10.24,0.104,43.23,24,34.0,0
25.87,8.35,5.34,12.29,0.192,36.41,34,51.1,0
27.55,7.43,5.86,21.27,0.033,22.39,118,40.8,0
27.84,7.42,5.17,19.65,0.051,36.23,109,44.8,0
28.27,8.0,5.84,22.74,0.162,52.61,18,42.5,0
26.25,8.78,5.94,16.04,0.193,53.29,118,63.8,0
27.74,8.69,5.2,12.45,0.26,45.97,110,64.6,0
27.54,8.0,4.72,23.51,0.341,50.21,26,35.6,0
30.54,8.05,6.91,14.68,0.059,61.15,38,18.6,0
30.62,8.24,4.4,19.12,0.04,43.13,31,34.3,0
28.71,7.11,5.49,8.7,0.22,62.51,112,31.5,0
28.22,8.15,5.52,14.58,0.076,31.1,112,57.5,0
29.28,7.4,4.24,24.06,0.108,40.9,96,58.8,0
27.37,7.98,3.99,13.7,0.204,34.79,40,29.5,0
26.71,7.67,4.56,22.89,0.132,53.89,120,33.7,0
27.12,8.08,4.38,4.01,0.188,26.78,111,22.8,0
27.73,7.86,3.18,14.64,0.053,37.17,114,47.0,1
26.67,6.11,4.19,16.97,0.144,14.1,53,44.3,0
29.32,7.9,5.33,28.46,0.142,50.92,94,56.8,0
30.46,8.15,6.58,10.99,0.256,60.7,91,52.5,0
25.83,8.05,5.69,22.03,0.298,55.66,28,54.2,1
29.05,7.74,1.75,24.34,0.075,54.19,79,21.9,0
28.56,8.7,5.8,13.67,0.045,54.59,75,35.6,0
29.68,7.97,4.3,15.76,0.196,52.5,80,59.2,0
28.97,8.04,5.57,18.85,0.02,51.22,50,36.9,0
26.09,8.37,4.98,9.11,0.206,52.18,90,20.6,0
26.48,8.0,4.76,15.27,0.218,32.16,116,57.1,0
29.06,7.31,4.87,25.66,0.07,39.0,82,36.3,0
31.06,6.46,4.97,21.14,0.005,43.05,114,60.9,0
24.57,7.54,6.68,17.06,0.235,36.96,102,44.7,0
29.69,8.22,4.98,18.68,0.313,18.51,47,40.8,0
31.38,7.61,6.36,21.49,0.298,23.47,98,65.4,0
28.69,8.24,6.17,22.63,0.305,45.45,90,25.5,0
30.1,7.88,5.83,14.66,0.031,55.59,123,66.5,0
27.59,8.51,2.77,27.21,0.119,42.14,50,35.4,0
28.76,7.64,6.4,25.9,0.141,83.47,29,47.4,0
25.76,8.06,4.43,22.06,0.125,28.2,91,47.6,0
24.31,8.08,5.89,12.94,0.189,48.67,85,38.6,0
30.89,8.63,3.78,11.88,0.042,61.37,83,33.6,0
27.03,6.86,3.52,16.04,0.019,57.99,98,39.5,0
28.09,7.55,7.47,18.36,0.013,51.83,71,29.8,0
26.23,8.27,3.8,7.39,0.239,58.05,13,74.4,0
26.18,8.65,6.43,20.97,0.03,42.83,115,37.8,0
28.65,7.93,5.15,25.72,0.124,66.94,43,62.4,0
27.54,7.64,4.47,21.46,0.067,61.25,39,60.4,0
29.76,8.22,4.94,13.94,0.07,29.22,107,50.4,0
29.91,8.28,3.37,13.23,0.096,46.82,105,43.0,0
29.64,7.6,4.98,19.8,0.072,18.79,70,47.9,0
29.48,7.98,3.65,17.08,0.019,64.83,92,53.6,0
32.16,8.45,4.51,20.66,0.096,45.36,19,46.5,0
26.86,8.84,6.16,21.61,0.055,62.23,43,21.5,0
28.89,8.21,5.32,24.55,0.052,40.36,39,17.7,0
31.27,7.82,3.15,11.21,0.377,14.16,60,67.6,1
31.53,7.77,6.06,19.33,0.025,81.56,52,10.0,0
26.16,8.11,4.99,15.82,0.092,43.97,18,47.9,0
28.38,7.74,4.32,17.41,0.133,27.0,92,41.5,0
31.72,7.9,5.93,23.19,0.378,59.19,81,47.4,0
30.02,7.22,4.79,23.84,0.037,72.54,55,27.9,0
29.39,8.51,3.54,26.39,0.287,38.96,116,50.3,1
28.56,7.17,7.31,20.55,0.095,40.51,53,48.1,0
28.23,7.56,4.98,17.34,0.098,45.57,24,86.4,0
29.58,7.85,4.9,16.48,0.181,25.34,111,46.9,0
28.5,8.9,4.49,7.59,0.32,31.64,25,65.2,1
28.91,7.57,6.47,26.04,0.072,68.73,18,22.5,0
29.16,7.43,4.34,16.07,0.141,40.02,66,60.3,0
27.64,7.5,3.07,21.04,0.126,29.44,79,48.4,0
30.06,8.71,4.15,22.07,0.121,35.22,43,49.0,0
34.83,6.25,6.66,10.53,0.205,58.09,110,49.3,0
25.45,7.25,6.04,12.46,0.058,12.36,43,70.6,0
29.65,9.3,4.68,27.28,0.081,45.82,125,48.8,0
27.48,8.12,6.72,19.74,0.02,78.93,86,33.2,0
30.15,7.19,5.93,14.52,0.17,72.47,32,35.8,0
29.09,7.78,4.67,17.24,0.116,50.6,59,57.3,0
30.52,7.84,4.79,24.52,0.314,61.75,19,51.7,0
31.35,8.27,5.41,23.61,0.036,61.6,111,22.0,0
29.38,8.81,3.96,9.2,0.411,40.11,87,52.7,0
31.26,8.01,5.01,27.81,0.192,55.87,61,28.8,0
24.31,7.5,5.39,23.8,0.186,68.83,91,51.6,0
32.18,8.23,2.89,17.09,0.065,23.04,83,32.9,1
29.75,7.42,4.76,10.85,0.088,50.65,81,40.8,0
31.16,7.23,4.62,24.32,0.076,47.42,57,36.8,0
26.56,6.83,6.29,20.86,0.275,43.55,52,67.8,1
27.34,6.94,2.69,9.25,0.016,42.22,40,51.0,0
29.29,7.31,4.52,16.61,0.1,45.48,104,63.9,0
28.97,7.15,4.4,35.0,0.107,46.73,66,88.4,0
29.57,7.97,6.2,18.1,0.074,58.78,66,45.7,0
31.17,7.14,4.95,13.55,0.047,49.15,96,67.5,0
25.47,6.07,7.25,11.95,0.007,39.33,73,34.5,1
30.95,7.23,5.83,28.63,0.101,29.4,124,63.8,0
29.02,7.54,4.49,23.09,0.17,34.91,38,32.9,0
28.59,7.47,5.3,26.44,0.117,45.92,15,44.7,0
26.06,8.64,4.56,19.49,0.047,31.41,60,53.1,0
30.01,7.46,6.07,25.52,0.108,56.19,73,55.4,0
24.17,8.28,3.33,12.91,0.317,48.45,108,25.9,1
30.3,7.79,3.97,18.98,0.061,59.15,86,32.0,0
26.02,7.78,5.57,19.72,0.131,32.42,122,54.2,0
29.11,7.34,6.53,26.29,0.146,29.53,20,39.5,0
28.76,7.77,2.25,19.91,0.028,59.04,74,24.0,0
31.34,7.38,6.72,14.25,0.085,43.95,109,43.9,0
28.64,7.89,4.82,18.38,0.086,38.96,70,43.2,0
27.61,7.67,2.65,7.94,0.113,52.48,43,47.7,0
27.99,7.28,1.25,4.07,0.268,51.92,102,52.9,1
31.55,8.35,3.09,22.99,0.035,23.16,114,52.0,0
30.07,8.03,4.98,15.75,0.28,62.77,41,33.5,0
28.23,7.55,4.92,16.43,0.18,35.84,76,38.8,0
28.53,7.88,5.79,22.99,0.419,67.5,106,58.9,1
25.87,7.75,4.31,26.38,0.011,22.0,28,36.9,0
29.78,7.32,3.61,21.21,0.581,46.76,11,39.1,0
25.48,7.84,4.48,29.57,0.026,39.22,98,22.4,0
30.5,7.46,5.04,21.02,0.05,12.37,100,44.6,0
29.26,7.28,5.29,19.81,0.051,51.87,28,50.2,0
33.77,6.91,4.01,19.44,0.173,13.14,81,15.4,1
26.8,7.6,6.13,10.29,0.091,37.62,96,28.9,0
28.79,8.11,4.22,23.74,0.058,58.56,125,23.7,0
32.6,7.42,3.91,3.33,0.367,34.05,106,56.8,1
31.38,9.19,4.32,14.48,0.008,28.44,36,16.3,0
27.61,8.29,6.34,18.14,0.232,54.01,79,43.8,0
29.45,8.52,4.83,13.26,0.105,38.26,97,55.8,0
29.0,8.24,4.13,15.29,0.057,35.92,42,47.8,0
29.56,8.82,6.16,29.04,0.064,61.12,29,38.4,0
27.6,7.37,7.68,24.62,0.083,24.49,62,50.2,0
28.82,6.39,5.26,13.89,0.051,35.11,96,60.6,0
25.8,7.55,6.54,15.18,0.206,55.0,73,43.4,0
29.27,8.11,6.3,10.34,0.077,23.52,82,11.4,0
29.9,7.88,4.24,22.23,0.184,68.63,89,62.2,0
28.55,7.95,5.03,16.5,0.065,38.75,124,51.0,0
25.77,8.53,3.4,6.2,0.129,55.12,86,44.5,1
30.98,8.01,4.74,18.6,0.129,55.09,26,15.3,0
29.73,8.24,4.22,20.63,0.112,39.72,58,40.5,0
27.55,7.28,4.5,23.78,0.287,34.81,30,31.9,0
28.44,7.2,4.06,17.56,0.307,41.36,100,26.8,0
26.0,8.69,4.64,15.76,0.198,52.69,129,43.0,0
26.95,7.86,5.67,29.92,0.246,27.2,102,37.0,0
27.92,7.46,4.85,18.04,0.19,23.95,39,37.9,0
31.46,7.46,2.67,22.32,0.072,64.26,93,56.1,0
27.72,7.44,4.07,14.76,0.098,30.98,12,48.8,0
30.28,7.41,3.1,22.14,0.011,47.31,42,37.6,0
27.92,7.09,5.31,9.27,0.043,38.97,46,35.7,0
29.5,6.97,5.63,15.23,0.026,39.63,66,38.2,0
28.72,7.69,5.32,10.75,0.057,63.46,48,41.3,0
30.75,7.47,4.02,14.37,0.137,40.72,61,53.8,0
27.93,8.41,5.31,25.5,0.07,36.65,11,29.4,0
25.85,7.96,4.41,14.33,0.213,37.95,108,66.9,0
26.24,7.95,3.58,22.31,0.045,34.45,57,53.8,0
27.94,7.39,5.93,27.1,0.178,31.95,106,10.0,0
26.5,7.73,6.02,17.83,0.041,34.51,16,46.3,0
29.82,8.0,6.19,23.96,0.272,66.95,113,60.6,0
28.07,8.19,4.24,21.19,0.045,52.67,85,50.8,0
33.75,7.75,6.47,18.7,0.158,36.82,37,38.8,0
25.52,8.39,4.38,22.5,0.058,56.72,100,44.1,0
29.41,7.8,5.82,29.04,0.341,18.19,99,47.7,0
26.74,8.24,4.36,14.18,0.331,62.64,97,56.5,0
28.01,7.53,4.72,12.24,0.154,61.43,114,23.8,0
29.28,6.8,1.97,11.89,0.152,75.55,124,35.9,1
24.35,7.95,4.62,23.97,0.202,57.17,29,69.6,0
29.47,8.2,5.11,24.78,0.175,48.56,43,45.5,0
32.81,8.12,4.49,14.78,0.222,61.37,14,67.9,0
28.09,8.03,7.2,5.18,0.044,32.61,17,89.8,0
29.52,7.61,3.55,13.95,0.112,36.07,22,37.6,0
31.05,7.36,4.3,21.29,0.062,41.04,93,27.0,0
28.67,8.1,3.87,17.6,0.327,62.53,82,41.0,0
27.84,8.03,4.3,19.08,0.032,29.16,14,61.5,0
24.45,7.49,6.29,14.86,0.368,27.57,60,63.6,1
30.28,8.41,6.85,24.08,0.114,45.55,23,79.1,0
28.77,7.31,4.12,20.06,0.225,52.76,33,44.4,0
26.97,7.48,4.1,21.52,0.069,31.45,16,52.3,0
29.25,8.7,3.55,18.95,0.029,52.06,73,34.3,0
27.83,8.28,6.63,21.15,0.318,62.53,19,10.0,0
27.94,7.6,6.4,20.75,0.165,60.01,104,44.4,0
30.21,7.96,4.87,12.43,0.035,47.3,121,27.7,0
26.32,7.89,3.25,20.24,0.101,40.64,112,54.7,0
31.09,6.29,3.37,22.75,0.095,68.03,108,16.8,1
26.2,7.3,5.21,24.93,0.161,42.23,100,33.9,0
27.67,7.77,5.69,20.5,0.044,56.11,119,49.0,0
32.85,7.6,2.42,12.21,0.034,71.37,116,50.6,1
31.25,7.94,4.6,13.13,0.125,54.53,35,44.3,0
29.2,8.42,7.02,15.39,0.046,27.04,82,73.0,0
27.12,7.62,4.73,19.14,0.325,23.41,46,68.5,1
27.94,7.22,6.86,17.27,0.209,37.54,110,34.7,0
29.15,7.98,5.81,11.26,0.204,52.64,11,69.1,0
29.08,7.62,3.64,11.22,0.011,48.67,60,71.4,0
28.82,7.71,4.63,5.41,0.072,75.11,55,43.1,0
28.94,7.64,4.84,2.0,0.086,48.53,112,45.7,0
28.57,9.03,3.81,17.21,0.039,37.09,45,44.2,0
26.12,6.57,3.79,31.92,0.176,25.0,117,35.3,1
27.97,7.59,6.88,28.78,0.158,59.71,69,36.8,0
30.83,7.8,3.78,12.13,0.198,41.91,92,64.8,0
26.26,7.37,6.35,18.9,0.243,19.41,73,51.6,0
